เลขทะเบียนโรงงานเดิม,เลขทะเบียนโรงงานใหม่,รหัสประเภท,ประเภทหรือชนิดของโรงงาน,จำพวก,ปีที่อนุญาต,ชื่อโรงงาน,ผู้ประกอบการ,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,รหัสไปรษณีย์,คนงานรวม,แรงม้า,เงินทุนรวม (ล้านบาท)
3-106-68/60สป,1.011E+13,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,3,60,บริษัท สร้างเสริญ แมชชีนเนอรี่ จำกัด,บริษัท สร้างเสริญ แมชชีนเนอรี่ จำกัด,นำเศษยางที่เป็นสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว มาผ่านกรรมวิธีการผลิตทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่,122/42,6,,เคหะ-ลาดหวาย,บางเพรียง,บางบ่อ,สมุทรปราการ,10560,8,133.04,4.83
3-106-62/65สป,1.01102E+13,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,3,65,บริษัท ฟุตาบะ ไอเอส จำกัด,บริษัท ฟุตาบะ ไอเอส จำกัด,นำเรซิ่นที่ใช้แล้วจากระบบกรองของเหลวมาผ่านกระบวนการผลิตทางอุตสาหกรรมเพื่อนำกลับมาใช้ใหม่,189/89,4,,,บางเพรียง,บางบ่อ,สมุทรปราการ,10560,11,162.25,15.87
3-106-1/65สป,1.011E+13,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,3,65,บริษัท สีฟ้าโลหะ จำกัด,บริษัท สีฟ้าโลหะ จำกัด,ถอดแยกและบดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ ปอกและบดย่อยเศษสายไฟที่ไม่เป็นของเสียอันตราย เก็บรวบรวมแบตเตอรี่เก่าโดยไม่มีการแปรสภาพ และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,โฉนดที่ดินเลขที่ 42836,1,,นิยม-คลองสวน,คลองนิยมยาตรา,บางบ่อ,สมุทรปราการ,10560,80,590.7,260
3-106-49/60สป,1.011E+13,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,3,60,บริษัท มนตรี แทงค์ แอนด์ ทรัค เซอร์วิส จำกัด,บริษัท มนตรี แทงค์ แอนด์ ทรัค เซอร์วิส จำกัด,ซ่อมแซม ตรวจสอบ และล้างถังเหล็กขนาดใหญ่ (ISO Tank),94,5,,บางนา-ตราด,บ้านระกาศ,บางบ่อ,สมุทรปราการ,10560,10,596.54,64.5
3-106-4/54สป,1.01102E+13,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,3,54,,นายสุพจน์ เจริญโรจน์ศิริกุล,ทำเม็ดพลาสติกเกรดบี คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,33,1,นิยม-เกาะแก้ว,บางนา-ตราด กม.35,คลองนิยมยาตรา,บางบ่อ,สมุทรปราการ,10560,27,519.27,4
3-106-16/66สป,1.01101E+13,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,3,66,บริษัท หวางเสี่ยวตง อิเล็กทรอนิกส์ จำกัด,บริษัท หวางเสี่ยวตง อิเล็กทรอนิกส์ จำกัด,ถอดแยกและบดย่อยเครื่องใช้ไฟฟ้าและชิ้นส่วนอิเล็กทรอนิกส์,208/1,2,,,บางเพรียง,บางบ่อ,สมุทรปราการ,10560,8,105,1.5
3-106-4/53สป,1.01101E+13,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,3,53,บริษัท กวิน เอส. อินดัสทรี่ จำกัด,บริษัท กวิน เอส. อินดัสทรี่ จำกัด,นำตะกรันเหล็กมาผ่านกรรมวิธีบดย่อย เพื่อนำกลับมาใช้ประโยชน์ใหม่เป็นวัตถุดิบในอุตสาหกรรมหลอมโลหะ,436,12,,สุขุมวิท,คลองด่าน,บางบ่อ,สมุทรปราการ,10550,10,495,15
ข3-101-1/61สป,9.103E+13,10100,โรงงานปรับคุณภาพของเสียรวม (Central Waste Treatment Plant),3,61,บริษัท ไทยซัมมิท โอโตพาร์ท อินดัสตรี จำกัด,บริษัท ไทยซัมมิท โอโตพาร์ท อินดัสตรี จำกัด,ปรับคุณภาพน้ำเสียรวม ขนาด 650.00 ลบม./วัน,3-Apr,1,,บางนา-ตราด กม.16,บางโฉลง,บางพลี,สมุทรปราการ,10540,3,170.4,13.695
3-105-55/49สป,1.011E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,49,บริษัท 106 สิ่งแวดล้อม จำกัด,บริษัท 106 สิ่งแวดล้อม จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย นำน้ำมันหล่อลื่นใช้แล้วและตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน นำน้ำมันที่ใช้แล้ว ตัวทำละลายที่ใช้แล้วและเศษผ้าปนเปื้อนน้ำมันมาผลิตเชื้อเพลิงผสม นำเศษวัสดุที่ไม่ใช้แล้วที่ปนเปื้อนและมีค่าความร้อนมาผลิตเชื้อเพลิงผสม (Blending) และรวบรวมแบตเตอรี่เก่าที่ใช้แล้ว โดยไม่มีการคัดแยก ผ่าหรือแกะ ซ่อมและล้างบรรจุภัณฑ์ที่ใช้แล้วด้วยตัวทำละลาย บดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์,104/12,12,รัตนะโชค 12,เทพารักษ์,บางปลา,บางพลี,สมุทรปราการ,10540,15,127.38,19.40088
3-105-67/60สป,1.011E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,60,บริษัท ทีเออาร์เอฟ จำกัด,บริษัท ทีเออาร์เอฟ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,999,1,,,หนองปรือ,บางพลี,สมุทรปราการ,10540,29,218.75,19
3-105-26/62สป,1.01101E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,62,,นางอรัญญา สุวรรณบุตร,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,88/104,15,,,บางปลา,บางพลี,สมุทรปราการ,10540,20,367,17
3-105-27/62สป,1.01101E+13,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3,62,บริษัท ยูโร นิว บิ้วดิ้ง จำกัด,บริษัท ยูโร นิว บิ้วดิ้ง จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,88/106,15,,,บางปลา,บางพลี,สมุทรปราการ,10540,20,367,17
